32 10000 2890
32 20000 2552
32 30000 2619
32 40000 2504
32 50000 2499
32 60000 2539
32 70000 2428
32 80000 2425
32 90000 2443
32 100000 2448
32 110000 2435
32 120000 2438
32 130000 2438
32 140000 2371
32 150000 2391
32 160000 2370
32 170000 2388
32 180000 2392
32 190000 2374
32 200000 2419
32 210000 2360
32 220000 2383
32 230000 2373
32 240000 2380
32 250000 2432
32 260000 2367
32 270000 2322
32 280000 2351
32 290000 2462
32 300000 2344
32 310000 2351
32 320000 2356
32 330000 2353
32 340000 2360
32 350000 2370
32 360000 2332
32 370000 2363
32 380000 2448
32 390000 2619
32 400000 2370
32 410000 2339
32 420000 2475
32 430000 2447
32 440000 2330
32 450000 2335
32 460000 2328
32 470000 2360
32 480000 2341
32 490000 2343
32 500000 2322
32 510000 2321
32 520000 2250
32 530000 2386
32 540000 2260
32 550000 2419
32 560000 2499
32 570000 2389
32 580000 2611
32 590000 2445
32 600000 2421
32 610000 2589
32 620000 2293
32 630000 2297
32 640000 2474
32 650000 2323
32 660000 2275
32 670000 2299
32 680000 2409
32 690000 2266
32 700000 2461
32 710000 2330
32 720000 2287
32 730000 2530
32 740000 2281
32 750000 2329
32 760000 2286
32 770000 2379
32 780000 2479
32 790000 2295
32 800000 2427
32 810000 2466
32 820000 2309
32 830000 2296
32 840000 2491
32 850000 2291
32 860000 2443
32 870000 2294
32 880000 2337
32 890000 2469
32 900000 2286
32 910000 2365
32 920000 2435
32 930000 2270
32 940000 2455
32 950000 2351
32 960000 2298
32 970000 2301
32 980000 2326
32 990000 2353
32 1000000 2455
