8 10000 15601
8 20000 12626
8 30000 12058
8 40000 10783
8 50000 11278
8 60000 10392
8 70000 9771
8 80000 8864
8 90000 9517
8 100000 9795
8 110000 9340
8 120000 9502
8 130000 9553
8 140000 9498
8 150000 8996
8 160000 9067
8 170000 9268
8 180000 9388
8 190000 9743
8 200000 9441
8 210000 9837
8 220000 10290
8 230000 11046
8 240000 10684
8 250000 10190
8 260000 9916
8 270000 9705
8 280000 9370
8 290000 9082
8 300000 9370
8 310000 9175
8 320000 9534
8 330000 9284
8 340000 8994
8 350000 9190
8 360000 9212
8 370000 9247
8 380000 9575
8 390000 9255
8 400000 9145
8 410000 9101
8 420000 9063
8 430000 9180
8 440000 9216
8 450000 9255
8 460000 9191
8 470000 10719
8 480000 11040
8 490000 9880
8 500000 9738
8 510000 9320
8 520000 9202
8 530000 9147
8 540000 9128
8 550000 9344
8 560000 9318
8 570000 9563
8 580000 9483
8 590000 11080
8 600000 10092
8 610000 9942
8 620000 10244
8 630000 9917
8 640000 9717
8 650000 9890
8 660000 10909
8 670000 10226
8 680000 10188
8 690000 10078
8 700000 10055
8 710000 9495
8 720000 9572
8 730000 9425
8 740000 9922
8 750000 9578
8 760000 9296
8 770000 9569
8 780000 9650
8 790000 9995
8 800000 9458
8 810000 9107
8 820000 9342
8 830000 9231
8 840000 10288
8 850000 9904
8 860000 9527
8 870000 9970
8 880000 9719
8 890000 10298
8 900000 10396
8 910000 10906
8 920000 10036
8 930000 10167
8 940000 10039
8 950000 10673
8 960000 12012
8 970000 10744
8 980000 10533
8 990000 10140
8 1000000 9955
