8 10000 6406
8 20000 5846
8 30000 5785
8 40000 5676
8 50000 5519
8 60000 5556
8 70000 5432
8 80000 5422
8 90000 5660
8 100000 5431
8 110000 5508
8 120000 5387
8 130000 5302
8 140000 5264
8 150000 5189
8 160000 5201
8 170000 5235
8 180000 5194
8 190000 5183
8 200000 5177
8 210000 5304
8 220000 5219
8 230000 5211
8 240000 5229
8 250000 5198
8 260000 5145
8 270000 5232
8 280000 5172
8 290000 5177
8 300000 5609
8 310000 5150
8 320000 5517
8 330000 5193
8 340000 5175
8 350000 5538
8 360000 5145
8 370000 5139
8 380000 5488
8 390000 5151
8 400000 5170
8 410000 5123
8 420000 5121
8 430000 5262
8 440000 5209
8 450000 5175
8 460000 5123
8 470000 5117
8 480000 5568
8 490000 5341
8 500000 5676
8 510000 5171
8 520000 5354
8 530000 5282
8 540000 5430
8 550000 5379
8 560000 5222
8 570000 5425
8 580000 5176
8 590000 5353
8 600000 5385
8 610000 5567
8 620000 5387
8 630000 5399
8 640000 5459
8 650000 5603
8 660000 5706
8 670000 5400
8 680000 6655
8 690000 7177
8 700000 4591
8 710000 6621
8 720000 4034
8 730000 4284
8 740000 4257
8 750000 4147
8 760000 4273
8 770000 4427
8 780000 4429
8 790000 1032969
8 800000 5079
8 810000 4419
8 820000 4260
8 830000 4197
8 840000 4133
8 850000 4117
8 860000 4183
8 870000 4193
8 880000 4064
8 890000 4277
8 900000 942867
8 910000 4641
8 920000 4456
8 930000 4179
8 940000 4195
8 950000 4365
8 960000 4049
8 970000 4208
8 980000 4096
8 990000 4079
8 1000000 4293
