8 10000 1241
8 20000 1173
8 30000 1059
8 40000 975
8 50000 977
8 60000 974
8 70000 977
8 80000 1008
8 90000 1063
8 100000 981
8 110000 975
8 120000 976
8 130000 990
8 140000 965
8 150000 969
8 160000 971
8 170000 988
8 180000 971
8 190000 970
8 200000 971
8 210000 977
8 220000 975
8 230000 977
8 240000 968
8 250000 977
8 260000 937
8 270000 939
8 280000 954
8 290000 944
8 300000 939
8 310000 940
8 320000 939
8 330000 938
8 340000 977
8 350000 956
8 360000 942
8 370000 941
8 380000 948
8 390000 942
8 400000 935
8 410000 1007
8 420000 980
8 430000 960
8 440000 944
8 450000 953
8 460000 978
8 470000 971
8 480000 957
8 490000 945
8 500000 945
8 510000 1085
8 520000 1086
8 530000 1084
8 540000 1086
8 550000 1083
8 560000 1082
8 570000 1084
8 580000 1084
8 590000 1082
8 600000 1079
8 610000 1088
8 620000 1080
8 630000 1081
8 640000 1081
8 650000 1082
8 660000 1107
8 670000 1086
8 680000 1089
8 690000 1079
8 700000 1081
8 710000 1084
8 720000 1088
8 730000 1081
8 740000 1084
8 750000 1079
8 760000 1082
8 770000 1078
8 780000 1082
8 790000 1081
8 800000 1081
8 810000 1082
8 820000 1082
8 830000 1081
8 840000 1080
8 850000 1083
8 860000 1083
8 870000 1084
8 880000 1081
8 890000 1081
8 900000 1091
8 910000 1086
8 920000 1081
8 930000 1078
8 940000 1130
8 950000 1093
8 960000 1088
8 970000 1083
8 980000 1084
8 990000 1091
8 1000000 1089
