16 10000 1027254
16 20000 4703
16 30000 4862
16 40000 4410
16 50000 4453
16 60000 4343
16 70000 4295
16 80000 4287
16 90000 4370
16 100000 4251
16 110000 4196
16 120000 4247
16 130000 4103
16 140000 4157
16 150000 4050
16 160000 4143
16 170000 4104
16 180000 4076
16 190000 4154
16 200000 902864
16 210000 4047
16 220000 4282
16 230000 4086
16 240000 4126
16 250000 4113
16 260000 4198
16 270000 4076
16 280000 4393
16 290000 4083
16 300000 4057
16 310000 950721
16 320000 4309
16 330000 4053
16 340000 4769
16 350000 4409
16 360000 4063
16 370000 4043
16 380000 4041
16 390000 4024
16 400000 4022
16 410000 4467
16 420000 917877
16 430000 4167
16 440000 4042
16 450000 4425
16 460000 4038
16 470000 4022
16 480000 4397
16 490000 4244
16 500000 4033
16 510000 4241
16 520000 4315
16 530000 914351
16 540000 4274
16 550000 4027
16 560000 4022
16 570000 4181
16 580000 4161
16 590000 4109
16 600000 4151
16 610000 4049
16 620000 4177
16 630000 4185
16 640000 809690
16 650000 4364
16 660000 4243
16 670000 4124
16 680000 3928
16 690000 4130
16 700000 4018
16 710000 3990
16 720000 4016
16 730000 4013
16 740000 4136
16 750000 4247
16 760000 4144
16 770000 4039
16 780000 4055
16 790000 4151
16 800000 4160
16 810000 4107
16 820000 4119
16 830000 4052
16 840000 4038
16 850000 4134
16 860000 4127
16 870000 4157
16 880000 4097
16 890000 4179
16 900000 4159
16 910000 4157
16 920000 4120
16 930000 3960
16 940000 4089
16 950000 4113
16 960000 4171
16 970000 4091
16 980000 4120
16 990000 4108
16 1000000 4081
