32 10000 656
32 20000 537
32 30000 527
32 40000 525
32 50000 522
32 60000 530
32 70000 532
32 80000 533
32 90000 529
32 100000 533
32 110000 540
32 120000 534
32 130000 525
32 140000 525
32 150000 523
32 160000 528
32 170000 523
32 180000 537
32 190000 522
32 200000 526
32 210000 531
32 220000 534
32 230000 529
32 240000 537
32 250000 535
32 260000 572
32 270000 572
32 280000 571
32 290000 574
32 300000 572
32 310000 570
32 320000 573
32 330000 572
32 340000 573
32 350000 571
32 360000 575
32 370000 571
32 380000 573
32 390000 572
32 400000 570
32 410000 571
32 420000 571
32 430000 574
32 440000 571
32 450000 573
32 460000 571
32 470000 572
32 480000 574
32 490000 571
32 500000 635
32 510000 781
32 520000 778
32 530000 779
32 540000 777
32 550000 780
32 560000 781
32 570000 780
32 580000 782
32 590000 789
32 600000 782
32 610000 774
32 620000 784
32 630000 782
32 640000 780
32 650000 781
32 660000 780
32 670000 783
32 680000 783
32 690000 780
32 700000 776
32 710000 784
32 720000 780
32 730000 778
32 740000 779
32 750000 781
32 760000 779
32 770000 779
32 780000 784
32 790000 780
32 800000 782
32 810000 778
32 820000 790
32 830000 874
32 840000 796
32 850000 804
32 860000 780
32 870000 782
32 880000 778
32 890000 780
32 900000 791
32 910000 794
32 920000 815
32 930000 781
32 940000 778
32 950000 783
32 960000 779
32 970000 777
32 980000 769
32 990000 777
32 1000000 780
